id;id_user;id_term;contrast_text;event_stamp
"cnt_4df261fc3cd71";"usr_4de5345b3b6a8";"tsk_4a57abb949b54";"Doubting";"2011-06-10 18:27:08"
"cnt_4df26493887a0";"usr_4de5345b3b6a8";"trm_4c8990810541d";"average male score minus average female score";"2011-06-10 18:38:11"
"cnt_4df265ff04368";"usr_4de5345b3b6a8";"trm_4c8990810541d";"areas of activation during task minus baseline";"2011-06-10 18:44:15"
"cnt_4df26816e1c98";"usr_4de5345b3b6a8";"trm_4b9568b2865c2";"subject score minus population-matched average score";"2011-06-10 18:53:10"
"cnt_4df289c4c46fa";"usr_4de5345b3b6a8";"trm_4c89909cc1f33";"areas of activation during task minus baseline";"2011-06-10 21:16:52"
"cnt_4df28c7e2f855";"usr_4de5345b3b6a8";"tsk_4a57abb949bb1";"participant score minus average score";"2011-06-10 21:28:30"
"cnt_4df2917218780";"usr_4de5345b3b6a8";"tsk_4a57abb949bbf";"accuracy of participant minus average accuracy of controls";"2011-06-10 21:49:38"
"cnt_4df2918824fb9";"usr_4de5345b3b6a8";"tsk_4a57abb949bbf";"longest correct sequence of controls minus longest correct sequence of subject";"2011-06-10 21:50:00"
"cnt_4df293d2889cb";"usr_4de5345b3b6a8";"trm_4cacee4a1d875";"number of choices with greater chance of loss than gain minus number of choices with greater chance of gain than loss";"2011-06-10 21:59:46"
"cnt_4df298c596941";"usr_4de5345b3b6a8";"trm_4c8990b07a037";"Comprehension";"2011-06-10 22:20:53"
"cnt_4df298fddce13";"usr_4de5345b3b6a8";"trm_4c8990b07a037";"Production";"2011-06-10 22:21:49"
"cnt_4df29910c149e";"usr_4de5345b3b6a8";"trm_4c8990b07a037";"areas of activation during task minus baseline";"2011-06-10 22:22:08"
"cnt_4df29978d4002";"usr_4de5345b3b6a8";"trm_4c8990b07a037";"accuracy of subject minus average accuracy of controls";"2011-06-10 22:23:52"
"cnt_4df29e99a47ae";"usr_4de5345b3b6a8";"tsk_4a57abb949bdb";"standard deviation from the mean score";"2011-06-10 22:45:45"
"cnt_4df29eca27ab5";"usr_4de5345b3b6a8";"tsk_4a57abb949bdb";"time to complete task with non-dominant hand minus time to complete task with dominant hand";"2011-06-10 22:46:34"
"cnt_4df2a238dd66b";"usr_4de5345b3b6a8";"trm_4c8990f59266f";"areas of activation during task minus baseline";"2011-06-10 23:01:12"
"cnt_4df2a27d637b3";"usr_4de5345b3b6a8";"trm_4c8990f59266f";"average rating of sensation minus subject rating of sensation ";"2011-06-10 23:02:21"
"cnt_4df2a4307daec";"usr_4de5345b3b6a8";"trm_4c8990f59266f";"rating of sensation minus baseline";"2011-06-10 23:09:36"
"cnt_4df2a4cb64388";"usr_4de5345b3b6a8";"trm_4c89910b7f8bc";"average rating of sensation minus subject rating of sensation";"2011-06-10 23:12:11"
"cnt_4df2a4d2ecac9";"usr_4de5345b3b6a8";"trm_4c89910b7f8bc";"areas of activation during task minus baseline";"2011-06-10 23:12:18"
"cnt_4df2a4de25215";"usr_4de5345b3b6a8";"trm_4c89910b7f8bc";"rating of sensation minus baseline";"2011-06-10 23:12:30"
"cnt_4df663cf4ea8a";"usr_4de5345b3b6a8";"tsk_4a57abb949be9";"d&#39; (difference between correct identifications and false alarms)";"2011-06-13 19:23:59"
"cnt_4df66400663ec";"usr_4de5345b3b6a8";"tsk_4a57abb949be9";"accuracy of participant minus average accuracy of controls";"2011-06-13 19:24:48"
"cnt_4df66a33d6b43";"usr_4de5345b3b6a8";"tsk_4a57abb949bf6";"ERP strength minus baseline";"2011-06-13 19:51:15"
"cnt_4df66a407cc2e";"usr_4de5345b3b6a8";"tsk_4a57abb949bf6";"areas of activation during task minus baseline";"2011-06-13 19:51:28"
"cnt_4df66a5dec65d";"usr_4de5345b3b6a8";"tsk_4a57abb949bf6";"accuracy of participant minus average accuracy of controls";"2011-06-13 19:51:57"
"cnt_4df67df7aaaea";"usr_4de5345b3b6a8";"trm_4c89912c79030";"average accuracy of controls minus accuracy of participant";"2011-06-13 21:15:35"
"cnt_4df6818a8bcec";"usr_4de5345b3b6a8";"trm_4c40d10cd776e";"operation span of participant minus average operation span of controls";"2011-06-13 21:30:50"
"cnt_4df685e797da2";"usr_4de5345b3b6a8";"trm_4c89913f80802";"average accuracy of controls minus accuracy of participant";"2011-06-13 21:49:27"
"cnt_4df689d409dec";"usr_4de5345b3b6a8";"trm_4c8991c5beb0a";"average rating of sensation minus subject rating of sensation";"2011-06-13 22:06:12"
"cnt_4df689e663ffe";"usr_4de5345b3b6a8";"trm_4c8991c5beb0a";"areas of activation during task minus baseline";"2011-06-13 22:06:30"
"cnt_4df689fe846de";"usr_4de5345b3b6a8";"trm_4c8991c5beb0a";"subject rating during task minus subject baseline rating";"2011-06-13 22:06:54"
"cnt_4df68cac967cc";"usr_4de5345b3b6a8";"trm_4c8991e6e8597";"accuracy of participant minus average accuracy of controls";"2011-06-13 22:18:20"
"cnt_4df6974d8c674";"usr_4de5345b3b6a8";"tsk_4a57abb949c04";"subject&#39;s pantomime ability compared to controls";"2011-06-13 23:03:41"
"cnt_4df69a929ce35";"usr_4de5345b3b6a8";"trm_4c8991fadfe01";"areas of activation during task minus baseline";"2011-06-13 23:17:38"
"cnt_4df69c712873f";"usr_4de5345b3b6a8";"trm_4c899211a965c";"areas of activation during task minus baseline";"2011-06-13 23:25:37"
"cnt_4df6a3169f42a";"usr_4de5345b3b6a8";"trm_4c89922cb6402";"accuracy of participant minus average accuracy of controls";"2011-06-13 23:53:58"
"cnt_4df6a77053b3f";"usr_4de5345b3b6a8";"tsk_4a57abb949cfb";"accuracy of participant minus average accuracy of age-matched controls";"2011-06-14 00:12:32"
"cnt_4df7af3c32a49";"usr_4de5345b3b6a8";"trm_4c89924414c69";"accuracy of participant minus average accuracy of controls";"2011-06-14 18:58:04"
"cnt_4df7bfc72c237";"usr_4de5345b3b6a8";"trm_4c89926767870";"standard deviation of error";"2011-06-14 20:08:39"
"cnt_4df8e1f29b788";"usr_4de5345b3b6a8";"tsk_4a57abb949d17";"Uncued";"2011-06-15 16:46:42"
"cnt_4df8e24a62cc8";"usr_4de5345b3b6a8";"tsk_4a57abb949d17";"Congruent Cue";"2011-06-15 16:48:10"
"cnt_4df8e2760df07";"usr_4de5345b3b6a8";"tsk_4a57abb949d17";"Incongruent Cue";"2011-06-15 16:48:54"
"cnt_4df8e29765d7b";"usr_4de5345b3b6a8";"tsk_4a57abb949d17";"incongruent response time - congruent response time";"2011-06-15 16:49:27"
"cnt_4df8e2af408ed";"usr_4de5345b3b6a8";"tsk_4a57abb949d17";"congruent response time - uncued response time";"2011-06-15 16:49:51"
"cnt_4df8e8f10f33a";"usr_4de5345b3b6a8";"trm_4cacf22a22d80";"proportion of correct responses across all trials minus proportion correct on early trials";"2011-06-15 17:16:33"
"cnt_4df8e900881cf";"usr_4de5345b3b6a8";"trm_4cacf22a22d80";"accuracy of participant minus average accuracy of controls";"2011-06-15 17:16:48"
"cnt_4df8ef730f4cb";"usr_4de5345b3b6a8";"trm_4d54b61a14a14";"gains minus losses";"2011-06-15 17:44:19"
"cnt_4df8ef7a8d7c3";"usr_4de5345b3b6a8";"trm_4d54b61a14a14";"accuracy of participant minus average accuracy of controls";"2011-06-15 17:44:26"
"cnt_4df8fae1e604a";"usr_4de5345b3b6a8";"tsk_4a57abb949d25";"Word";"2011-06-15 18:33:05"
"cnt_4df8fb518c099";"usr_4de5345b3b6a8";"tsk_4a57abb949d25";"Morphologically Decomposable Pseudowords";"2011-06-15 18:34:57"
"cnt_4df8fb9e0224f";"usr_4de5345b3b6a8";"tsk_4a57abb949d25";"Morphologically Non-decomposable Pseudowords";"2011-06-15 18:36:14"
"cnt_4df8fc0a76f53";"usr_4de5345b3b6a8";"tsk_4a57abb949d25";"Response time to morphologically non-decomposable pseudowords minus response time to morphologically decomposable psuedowords";"2011-06-15 18:38:02"
"cnt_4df8fc1e54759";"usr_4de5345b3b6a8";"tsk_4a57abb949d25";"response time to pseudowords minus response time to words";"2011-06-15 18:38:22"
"cnt_4df9011fa1f5b";"usr_4de5345b3b6a8";"tsk_4a57abb949d32";"accuracy of participant minus average accuracy of controls";"2011-06-15 18:59:43"
"cnt_4df9015bcfad3";"usr_4de5345b3b6a8";"tsk_4a57abb949d32";"accuracy during task minus accuracy of some baseline test (like matching)";"2011-06-15 19:00:43"
"cnt_4df914f00dd42";"usr_4de5345b3b6a8";"trm_4b86c2e871b14";"standard deviation from the mean time";"2011-06-15 20:24:16"
"cnt_4df91d85ed597";"usr_4de5345b3b6a8";"trm_4b86dbcd8ff78";"ERP strength minus baseline";"2011-06-15 21:00:53"
"cnt_4df91dc172a88";"usr_4de5345b3b6a8";"trm_4b86dbcd8ff78";"accuracy during task minus accuracy of some baseline test (e.g. only one pattern)";"2011-06-15 21:01:53"
"cnt_4df91dd29b1c6";"usr_4de5345b3b6a8";"trm_4b86dbcd8ff78";"accuracy of participant minus average accuracy of controls";"2011-06-15 21:02:10"
"cnt_4df928c85f523";"usr_4de5345b3b6a8";"trm_4c40d168898db";"reading span of participant minus average reading span of controls";"2011-06-15 21:48:56"
"cnt_4df92bccc5ae1";"usr_4de5345b3b6a8";"tsk_4a57abb949d40";"d&#39; (difference between correct identifications and false alarms)";"2011-06-15 22:01:48"
"cnt_4df938dc89175";"usr_4de5345b3b6a8";"tsk_4a57abb949d4e";"standard deviation from the mean accuracy score";"2011-06-15 22:57:32"
"cnt_4df9397fa59bd";"usr_4de5345b3b6a8";"tsk_4a57abb949d4e";"accuracy of participant minus average accuracy of controls";"2011-06-15 23:00:15"
"cnt_4df93a3c9bd2c";"usr_4de5345b3b6a8";"tsk_4a57abb949d4e";"gains minus losses";"2011-06-15 23:03:24"
"cnt_4dfa36c40f3a1";"usr_4de5345b3b6a8";"trm_4d949c5b0e380";"pseudoword minus word";"2011-06-16 17:00:52"
"cnt_4dfa3bb649f8a";"usr_4de5345b3b6a8";"tsk_4a57abb949d5b";"frequency of selecting the safe choice (20) minus frequency of selecting risky choices (40 and 80)";"2011-06-16 17:21:58"
"cnt_4dfa3e4d70781";"usr_4de5345b3b6a8";"tsk_4a57abb949d69";"listening span of participant minus average listening span";"2011-06-16 17:33:01"
"cnt_4dfa3ebab2930";"usr_4de5345b3b6a8";"tsk_4a57abb949d69";"listening comprehension of participant minus average listening comprehension";"2011-06-16 17:34:50"
"cnt_4dfa3ef2bcbf0";"usr_4de5345b3b6a8";"tsk_4a57abb949d69";"listening span with comprehension questions minus listening span without";"2011-06-16 17:35:46"
"cnt_4dfa3f0edd3d4";"usr_4de5345b3b6a8";"tsk_4a57abb949d69";"listening comprehension with listening span task minus listening comprehension without";"2011-06-16 17:36:14"
"cnt_4dfa42ba0f7c2";"usr_4de5345b3b6a8";"trm_4b75ea4ddd896";"Accuracy on level 3 minus accuracy on level 1";"2011-06-16 17:51:54"
"cnt_4dfa42dddd062";"usr_4de5345b3b6a8";"trm_4b75ea4ddd896";"Overall accuracy of participant minus average accuracy";"2011-06-16 17:52:29"
"cnt_4dfa46d8c1622";"usr_4de5345b3b6a8";"tsk_4a57abb949d76";"response time with competing stimuli minus response time with a single stimuli or congruent stimuli";"2011-06-16 18:09:28"
"cnt_4dfa4752a1120";"usr_4de5345b3b6a8";"tsk_4a57abb949d76";"accuracy with a single stimuli or congruent stimuli minus accuracy with competing stimuli ";"2011-06-16 18:11:30"
"cnt_4dfa523d45d5b";"usr_4de5345b3b6a8";"trm_4c40d325977f0";"accuracy of participant minus average accuracy of controls";"2011-06-16 18:58:05"
"cnt_4dfa6ad39f546";"usr_4de5345b3b6a8";"tsk_4a57abb949d84";"Semantically correct";"2011-06-16 20:42:59"
"cnt_4dfa6b1c622b1";"usr_4de5345b3b6a8";"tsk_4a57abb949d84";"Semantically anomalous";"2011-06-16 20:44:12"
"cnt_4dfa6bad0c724";"usr_4de5345b3b6a8";"tsk_4a57abb949d84";"d&#39; (difference between correct identifications and false alarms)";"2011-06-16 20:46:37"
"cnt_4dfa6be222aa7";"usr_4de5345b3b6a8";"tsk_4a57abb949d84";"accuracy on semantically anomalous sentences minus accuracy on semantically correct sentences";"2011-06-16 20:47:30"
"cnt_4dfa704eaedf9";"usr_4de5345b3b6a8";"tsk_4a57abb949d92";"ERP for related stimuli minus ERP for unrelated stimuli";"2011-06-16 21:06:22"
"cnt_4dfa709c313b1";"usr_4de5345b3b6a8";"tsk_4a57abb949d92";"accuracy of participant minus average accuracy of controls";"2011-06-16 21:07:40"
"cnt_4dfa71f0c9d32";"usr_4de5345b3b6a8";"tsk_4a57abb949d92";"Semantically associated items";"2011-06-16 21:13:20"
"cnt_4dfa7237ec1f0";"usr_4de5345b3b6a8";"tsk_4a57abb949d92";"Semantically unrelated items";"2011-06-16 21:14:31"
"cnt_4dfa7d117d48f";"usr_4de5345b3b6a8";"trm_4c8a83cac75f5";"accuracy with learning minus accuracy without learning/practice";"2011-06-16 22:00:49"
"cnt_4dfa7d1ad09a6";"usr_4de5345b3b6a8";"trm_4c8a83cac75f5";"accuracy of participant minus average accuracy of controls";"2011-06-16 22:00:58"
"cnt_4dfa8214869b9";"usr_4de5345b3b6a8";"tsk_4a57abb949dad";"accuracy of participant minus average accuracy of controls";"2011-06-16 22:22:12"
"cnt_4dfa838286e12";"usr_4de5345b3b6a8";"tsk_4a57abb949dad";"perservative errors minus nonperservative errors";"2011-06-16 22:28:18"
"cnt_4dfa889b33ecf";"usr_4de5345b3b6a8";"tsk_4a57abb949dbb";"congruent cue";"2011-06-16 22:50:03"
"cnt_4dfa891db4cf7";"usr_4de5345b3b6a8";"tsk_4a57abb949dbb";"incongruent cue";"2011-06-16 22:52:13"
"cnt_4dfa893ade336";"usr_4de5345b3b6a8";"tsk_4a57abb949dbb";"incongruent response time - congruent response time";"2011-06-16 22:52:42"
"cnt_4dfa89596184f";"usr_4de5345b3b6a8";"tsk_4a57abb949dbb";"accuracy to congruent cues minus accuracy to incongruent cues";"2011-06-16 22:53:13"
"cnt_4dfa9088a6739";"usr_4de5345b3b6a8";"tsk_4a57abb949dc8";"accuracy of participant minus average accuracy of controls";"2011-06-16 23:23:52"
"cnt_4dfa90af8345d";"usr_4de5345b3b6a8";"tsk_4a57abb949dc8";"reaction time of participant minus average reaction time of controls";"2011-06-16 23:24:31"
"cnt_4dfa90c46cf46";"usr_4de5345b3b6a8";"tsk_4a57abb949dc8";"reaction time after some manipulation minus reaction time at baseline";"2011-06-16 23:24:52"
"cnt_4dfa93ee97bc8";"usr_4de5345b3b6a8";"tsk_4a57abb949dd6";"d&#39; (difference between correct identifications and false alarms)";"2011-06-16 23:38:22"
"cnt_4dfa94d49dc90";"usr_4de5345b3b6a8";"tsk_4a57abb949dd6";"accuracy of recognition minus accuracy of source identification";"2011-06-16 23:42:12"
"cnt_4dfb9a322c52f";"usr_4de5345b3b6a8";"tsk_4a57abb949df1";"0-back";"2011-06-17 18:17:22"
"cnt_4dfb9a75a2cff";"usr_4de5345b3b6a8";"tsk_4a57abb949df1";"1-back";"2011-06-17 18:18:29"
"cnt_4dfb9ab8d70ce";"usr_4de5345b3b6a8";"tsk_4a57abb949df1";"2-back";"2011-06-17 18:19:36"
"cnt_4dfb9af098602";"usr_4de5345b3b6a8";"tsk_4a57abb949df1";"3-back";"2011-06-17 18:20:32"
"cnt_4dfb9b0719363";"usr_4de5345b3b6a8";"tsk_4a57abb949df1";"3-back minus 0-back";"2011-06-17 18:20:55"
"cnt_4dfba830d0974";"usr_4de5345b3b6a8";"tsk_4a57abb949dfe";"difference between scores at different times of administration";"2011-06-17 19:17:04"
"cnt_4dfba849ece4c";"usr_4de5345b3b6a8";"tsk_4a57abb949dfe";"participant score minus average score";"2011-06-17 19:17:29"
"cnt_4dfba87cdaf19";"usr_4de5345b3b6a8";"tsk_4a57abb949dfe";"Trait Anxiety ";"2011-06-17 19:18:20"
"cnt_4dfba8b046120";"usr_4de5345b3b6a8";"tsk_4a57abb949dfe";"State Anxiety";"2011-06-17 19:19:12"
"cnt_4dfbaef575808";"usr_4de5345b3b6a8";"tsk_4a57abb949e0c";"accuracy of participant minus average accuracy of controls";"2011-06-17 19:45:57"
"cnt_4dfbaf2722de5";"usr_4de5345b3b6a8";"tsk_4a57abb949e0c";"accuracy of immediate recognition test minus accuracy of delayed test";"2011-06-17 19:46:47"
"cnt_4dfbaf4e94f96";"usr_4de5345b3b6a8";"tsk_4a57abb949e0c";"average response time";"2011-06-17 19:47:26"
"cnt_4dfbb1f51259f";"usr_4de5345b3b6a8";"tsk_4a57abb949e27";"incongruent minus congruent";"2011-06-17 19:58:45"
"cnt_4dfbcad0d0f28";"usr_4de5345b3b6a8";"tsk_4a57abb949e35";"the examiner&#39;s evaluation";"2011-06-17 21:44:48"
"cnt_4dfbd05eb07d6";"usr_4de5345b3b6a8";"trm_4c8a840d6f969";"emotional rating to picture stimuli minus emotional rating to neutral baseline picture";"2011-06-17 22:08:30"
"cnt_4dfbd65810a40";"usr_4de5345b3b6a8";"tsk_4a57abb949e44";"substitution speed minus copy speed";"2011-06-17 22:34:00"
"cnt_4dfbd9e47c418";"usr_4de5345b3b6a8";"tsk_4a57abb949e5b";"standard deviation from the mean score";"2011-06-17 22:49:08"
"cnt_4dfbe08944a96";"usr_4de5345b3b6a8";"tsk_4a57abb949e7c";"accuracy of participant minus average accuracy of controls";"2011-06-17 23:17:29"
"cnt_4dff7fcf1b8a2";"usr_4de5345b3b6a8";"trm_4c8a842512a33";"accuracy of participant minus average accuracy of controls";"2011-06-20 17:13:51"
"cnt_4dff8003a6b0a";"usr_4de5345b3b6a8";"trm_4c8a842512a33";"Plausible Sentences";"2011-06-20 17:14:43"
"cnt_4dff8030b7e41";"usr_4de5345b3b6a8";"trm_4c8a842512a33";"Implausible Snetences";"2011-06-20 17:15:28"
"cnt_4dff80aec63b6";"usr_4de5345b3b6a8";"trm_4c8a842512a33";"response time to implausible sentences minus response time to plausible sentences";"2011-06-20 17:17:34"
"cnt_4dff8603c1398";"usr_4de5345b3b6a8";"trm_4c8a843d8d352";"response time to second stimulus minus response time to first stimulus";"2011-06-20 17:40:19"
"cnt_4dff865de2859";"usr_4de5345b3b6a8";"trm_4c8a843d8d352";"precision of participant minus precision of controls";"2011-06-20 17:41:49"
"cnt_4dff92a9d5875";"usr_4de5345b3b6a8";"tsk_4a57abb949e98";"areas of activation during task minus baseline";"2011-06-20 18:34:17"
"cnt_4dff93d462d38";"usr_4de5345b3b6a8";"tsk_4a57abb949e98";"standard deviation of k (discounting)";"2011-06-20 18:39:16"
"cnt_4dff9a6e99c08";"usr_4de5345b3b6a8";"tsk_4a57abb949ea5";"standard deviation from the mean score";"2011-06-20 19:07:26"
"cnt_4dffaa78530b6";"usr_4de5345b3b6a8";"trm_4c8a8467304e2";"average score minus participant&#39;s score";"2011-06-20 20:15:52"
"cnt_4dffb483c4c3f";"usr_4de5345b3b6a8";"tsk_4a57abb949eb3";"participant score minus average score of non-smoking controls";"2011-06-20 20:58:43"
"cnt_4dffb49d604fa";"usr_4de5345b3b6a8";"tsk_4a57abb949eb3";"average score of smoking controls minus participant score";"2011-06-20 20:59:09"
"cnt_4dffb78e1edc6";"usr_4de5345b3b6a8";"trm_4c8a84825c4e4";"accuracy of participant minus average accuracy of controls";"2011-06-20 21:11:42"
"cnt_4dffb9c632156";"usr_4de5345b3b6a8";"tsk_4a57abb949ec0";"ANOVA of time by age group";"2011-06-20 21:21:10"
"cnt_4dffcba5c2efd";"usr_4de5345b3b6a8";"trm_4c8a8497df574";"MEPs during stimulation minus baseline";"2011-06-20 22:37:25"
"cnt_4dffcea990109";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Single Number";"2011-06-20 22:50:17"
"cnt_4dffcee92f400";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Single Geometric Form";"2011-06-20 22:51:21"
"cnt_4dffd0380146f";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Single Nonsense Letter";"2011-06-20 22:56:56"
"cnt_4dffd0991b237";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Gestalt Figure";"2011-06-20 22:58:33"
"cnt_4dffd0f56b850";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Single Letter";"2011-06-20 23:00:05"
"cnt_4dffd14b5b0b3";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Single Letter in Syllable Context";"2011-06-20 23:01:31"
"cnt_4dffd181cb7da";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Two Letters";"2011-06-20 23:02:25"
"cnt_4dffd1dbec4b1";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Sequence of Geometric Forms";"2011-06-20 23:03:55"
"cnt_4dffd2399ebc0";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Four-Letter Nonsense Syllable (Unpronounceable)";"2011-06-20 23:05:29"
"cnt_4dffd280187c6";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Four-Letter Nonsense Syllable (Pronounceable)";"2011-06-20 23:06:40"
"cnt_4dffd2bac8005";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Four-Letter Word";"2011-06-20 23:07:38"
"cnt_4dffd3273f13e";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Unspaced Four-Letter Word";"2011-06-20 23:09:27"
"cnt_4dffd35b101cb";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"Single Number (Second Time)";"2011-06-20 23:10:19"
"cnt_4dffd4ed38b03";"usr_4de5345b3b6a8";"trm_4b86c473a7166";"# correct minus # incorrect/30 or 60 seconds";"2011-06-20 23:17:01"
"cnt_4dffdbbb010e1";"usr_4de5345b3b6a8";"tsk_4a57abb949ece";"standard deviation from the mean score";"2011-06-20 23:46:03"
"cnt_4dffdbd8c48f7";"usr_4de5345b3b6a8";"tsk_4a57abb949ece";"ANOVA of of score by disease timecourse";"2011-06-20 23:46:32"
"cnt_4dffdeb36edc5";"usr_4de5345b3b6a8";"trm_4af89b3a925ca";"average time of men minus average time of women";"2011-06-20 23:58:43"
"cnt_4dffded7a9be2";"usr_4de5345b3b6a8";"trm_4af89b3a925ca";"participant&#39;s time minus average time";"2011-06-20 23:59:19"
"cnt_4dffdf0929a7b";"usr_4de5345b3b6a8";"trm_4af89b3a925ca";"areas of activation during task minus baseline";"2011-06-21 00:00:09"
"cnt_4e00ccaa100fd";"usr_4de5345b3b6a8";"trm_4c8a84afdd863";"accuracy of participant minus average accuracy of controls";"2011-06-21 16:54:02"
"cnt_4e00e397017e2";"usr_4de5345b3b6a8";"tsk_4a57abb949edb";"accuracy of participant minus average accuracy of controls";"2011-06-21 18:31:51"
"cnt_4e00fd3de3b0a";"usr_4de5345b3b6a8";"trm_4c8a84f20dde2";"d&#39; (difference between correct identifications and false alarms)";"2011-06-21 20:21:17"
"cnt_4e00fd62beac3";"usr_4de5345b3b6a8";"trm_4c8a84f20dde2";"reaction time after some manipulation minus reaction time at baseline";"2011-06-21 20:21:54"
"cnt_4e00ffaa486fa";"usr_4de5345b3b6a8";"trm_4c8a84f20dde2";"path of eye movements";"2011-06-21 20:31:38"
"cnt_4e0101e7e8898";"usr_4de5345b3b6a8";"trm_4c8a85534241d";"d&#39; (difference between correct identifications and false alarms)";"2011-06-21 20:41:11"
"cnt_4e0104905eaa1";"usr_4de5345b3b6a8";"trm_4c8a85534241d";"frequency of participant&#39;s saccades minus average saccade frequency";"2011-06-21 20:52:32"
"cnt_4e0104d85693b";"usr_4de5345b3b6a8";"trm_4c8a85534241d";"path of eye movements";"2011-06-21 20:53:44"
"cnt_4e010aebbc19d";"usr_4de5345b3b6a8";"tsk_4a57abb949ee9";"Congruent Cue";"2011-06-21 21:19:39"
"cnt_4e010b0c971d5";"usr_4de5345b3b6a8";"tsk_4a57abb949ee9";"Incongruent Cue";"2011-06-21 21:20:12"
"cnt_4e010b32b9f74";"usr_4de5345b3b6a8";"tsk_4a57abb949ee9";"reaction time to incongruent cues minus reaction time to congruent cues";"2011-06-21 21:20:50"
"cnt_4e0112e7d3bca";"usr_4de5345b3b6a8";"tsk_4a57abb949ef7";"RMW";"2011-06-21 21:53:43"
"cnt_4e011301aee39";"usr_4de5345b3b6a8";"tsk_4a57abb949ef7";"RMF";"2011-06-21 21:54:09"
"cnt_4e01131ba65a7";"usr_4de5345b3b6a8";"tsk_4a57abb949ef7";"RMW minus RMF";"2011-06-21 21:54:35"
"cnt_4e0113430ffad";"usr_4de5345b3b6a8";"tsk_4a57abb949ef7";"participant score minus average score";"2011-06-21 21:55:15"
"cnt_4e011a8762e55";"usr_4de5345b3b6a8";"trm_4b94affc43245";"Matrix Reasoning";"2011-06-21 22:26:15"
"cnt_4e011aded6b9e";"usr_4de5345b3b6a8";"trm_4b94affc43245";"Block Design";"2011-06-21 22:27:42"
"cnt_4e011afe30540";"usr_4de5345b3b6a8";"trm_4b94affc43245";"Similarities";"2011-06-21 22:28:14"
"cnt_4e011b28cebdc";"usr_4de5345b3b6a8";"trm_4b94affc43245";"Vocabulary";"2011-06-21 22:28:56"
"cnt_4e011cb5c3e85";"usr_4de5345b3b6a8";"trm_4b94affc43245";"participant IQ minus average IQ";"2011-06-21 22:35:33"
"cnt_4e0125dc5bc09";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Information";"2011-06-21 23:14:36"
"cnt_4e01261c45db8";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Digit Span";"2011-06-21 23:15:40"
"cnt_4e01263d51c93";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Vocabulary";"2011-06-21 23:16:13"
"cnt_4e012662da2d7";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Arithmetic";"2011-06-21 23:16:50"
"cnt_4e01268a18f79";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Comprehension";"2011-06-21 23:17:30"
"cnt_4e0126b9ec56b";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Similarities";"2011-06-21 23:18:17"
"cnt_4e0126dc131ec";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Picture Completion";"2011-06-21 23:18:52"
"cnt_4e012702f0951";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Picture Arrangement";"2011-06-21 23:19:30"
"cnt_4e012722eeb57";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Block Design";"2011-06-21 23:20:02"
"cnt_4e01278c5e632";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Digit Symbol";"2011-06-21 23:21:48"
"cnt_4e0127abddfeb";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Object Assembly";"2011-06-21 23:22:19"
"cnt_4e0129ab22608";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"Verbal IQ minus Performance IQ";"2011-06-21 23:30:51"
"cnt_4e0129bf96513";"usr_4de5345b3b6a8";"tsk_4a57abb949f12";"participant IQ minus average IQ";"2011-06-21 23:31:11"
"cnt_4e012e2269d7d";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Vocabulary";"2011-06-21 23:49:54"
"cnt_4e012e64947cf";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Information";"2011-06-21 23:51:00"
"cnt_4e012f7ba05e2";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Logical Memory";"2011-06-21 23:55:39"
"cnt_4e012fc0a6d05";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Verbal Paired Associates";"2011-06-21 23:56:48"
"cnt_4e01302681cd3";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Designs";"2011-06-21 23:58:30"
"cnt_4e01306ba8db6";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Visual Reproduction";"2011-06-21 23:59:39"
