id;id_user;id_subject;id_relation;id_predicate;id_type;confidence_level;text_description;event_stamp;id_subject_def;id_predicate_def;truth_value;flag_for_curator
"ass_525841219cfe5";"usr_51bc76ae9636c";"trm_5159c70d0e98e";"T16";"trm_5258346e72223";"concept-task";"100";"sleep is measured by the contrast of sleep in the Center for Epidemiologic Studies Depression Scale";"2013-10-11 18:19:13";"";"cnt_52583b494605a";"positive";"1"
"ass_525c4ac7eecd7";"usr_51bc76ae9636c";"trm_4a3fd79d0b154";"T16";"trm_525c4a78089ad";"concept-task";"100";"social intelligence is measured by the contrast of total score in the Social Competence Questionnaire";"2013-10-14 19:49:27";"";"cnt_525c4abf79872";"positive";"1"
"ass_525c4deae27b8";"usr_51bc76ae9636c";"trm_52090251db8c8";"T16";"trm_525c4cb94bfff";"concept-task";"100";"social motivation is measured by the contrast of peer relations in the Conners 3rd Edition";"2013-10-14 20:02:50";"";"cnt_525c4d2927062";"positive";"1"
"ass_525c4df653766";"usr_51bc76ae9636c";"trm_5159c8a5d3d13";"T16";"trm_525c4cb94bfff";"concept-task";"100";"offensive (proactive) aggression is measured by the contrast of aggression in the Conners 3rd Edition";"2013-10-14 20:03:02";"";"cnt_525c4d10ef555";"positive";"1"
"ass_525c4e0acfe87";"usr_51bc76ae9636c";"trm_523c7c13bc55f";"T16";"trm_525c4cb94bfff";"concept-task";"100";"hyperactivity is measured by Conners 3rd Edition";"2013-10-14 20:03:22";"";"cnt_525c4cdf291ad";"positive";"1"
"ass_525c4e17b63c9";"usr_51bc76ae9636c";"trm_4a3fd79d0a54b";"T16";"trm_525c4cb94bfff";"concept-task";"100";"inattention is measured by the contrast of inattention score in the Conners 3rd Edition";"2013-10-14 20:03:35";"";"cnt_525c4ccfd861d";"positive";"1"
"ass_525c58487e6ec";"usr_51bc76ae9636c";"trm_523e034f9e69a";"T16";"trm_525c56680c13c";"concept-task";"100";"defiance is measured by the contrast of oppositional in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:47:04";"";"cnt_525c572fd0e6b";"positive";"1"
"ass_525c58617e5af";"usr_51bc76ae9636c";"trm_523c7c13bc55f";"T16";"trm_525c56680c13c";"concept-task";"100";"hyperactivity is measured by Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:47:29";"";"cnt_525c57664d7a7";"positive";"1"
"ass_525c58810e3a1";"usr_51bc76ae9636c";"trm_5022ef7599294";"T16";"trm_525c56680c13c";"concept-task";"100";"anxiety is measured by the contrast of anxious in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:48:01";"";"cnt_525c5771523cb";"positive";"1"
"ass_525c58c22a51d";"usr_51bc76ae9636c";"trm_50070dce14554";"T16";"trm_525c56680c13c";"concept-task";"100";"impulsivity is measured by the contrast of impulsivity in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:49:06";"";"cnt_525c57d12435a";"positive";"1"
"ass_525c5917c59a6";"usr_51bc76ae9636c";"trm_525c58f9aabae";"T16";"trm_525c56680c13c";"concept-task";"100";"perfectionism is measured by the contrast of perfectionism in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:50:31";"";"cnt_525c577f94423";"positive";"1"
"ass_525c596ddc20a";"usr_51bc76ae9636c";"trm_4a3fd79d0b160";"T16";"trm_525c56680c13c";"concept-task";"100";"somatosensation is measured by the contrast of psychosomatic in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:51:57";"";"cnt_525c578b8e221";"positive";"1"
"ass_525c59cea8929";"usr_51bc76ae9636c";"trm_4a3fd79d0a196";"T16";"trm_525c56680c13c";"concept-task";"100";"emotional expression is measured by the contrast of emotional in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 20:53:34";"";"cnt_525c57bbddf7c";"positive";"1"
"ass_525c5bc947d84";"usr_51bc76ae9636c";"trm_4a3fd79d0a54b";"T16";"trm_525c56680c13c";"concept-task";"100";"inattention is measured by the contrast of inattention in the Children&#39;s Psychiatric Rating Scale";"2013-10-14 21:02:01";"";"cnt_525c5bbee5aa5";"positive";"1"
"ass_525d89d707f8c";"usr_51bc76ae9636c";"trm_4a3fd79d0b247";"T16";"trm_525d847e2bd0b";"concept-task";"100";"speech production is measured by the contrast of infant babbling in the Autism Diagnostic Interview - Revised";"2013-10-15 18:30:47";"";"cnt_525d84fa886ed";"positive";"1"
"ass_525d8a7126e3d";"usr_51bc76ae9636c";"trm_4a3fd79d0b7f4";"T16";"trm_525d847e2bd0b";"concept-task";"100";"language acquisition is measured by the contrast of age of first phrases (months) in the Autism Diagnostic Interview - Revised";"2013-10-15 18:33:21";"";"cnt_525d84d3df53b";"positive";"1"
"ass_525d8acf0a747";"usr_51bc76ae9636c";"trm_4a3fd79d09ab2";"T16";"trm_525d847e2bd0b";"concept-task";"100";"auditory perception is measured by the contrast of hearing concerns in the Autism Diagnostic Interview - Revised";"2013-10-15 18:34:55";"";"cnt_525d8540300d6";"positive";"1"
"ass_525d8af6458c4";"usr_51bc76ae9636c";"trm_4a3fd79d0b59b";"T16";"trm_525d847e2bd0b";"concept-task";"100";"word repetition is measured by the contrast of echolalia in the Autism Diagnostic Interview - Revised";"2013-10-15 18:35:34";"";"cnt_525d8551c4a1a";"positive";"1"
"ass_525d8bd329a0d";"usr_51bc76ae9636c";"trm_525d8b8908809";"T16";"trm_525d847e2bd0b";"concept-task";"100";"eating is measured by the contrast of eating in the Autism Diagnostic Interview - Revised";"2013-10-15 18:39:15";"";"cnt_525d859ac7a85";"positive";"1"
"ass_525d8bea53617";"usr_51bc76ae9636c";"trm_523c7c13bc55f";"T16";"trm_525d847e2bd0b";"concept-task";"100";"hyperactivity is measured by Autism Diagnostic Interview - Revised";"2013-10-15 18:39:38";"";"cnt_525d85fbf2cb1";"positive";"1"
"ass_525d8c0a11c94";"usr_51bc76ae9636c";"trm_5159c70d0e98e";"T16";"trm_525d847e2bd0b";"concept-task";"100";"sleep is measured by the contrast of sleep problems in the Autism Diagnostic Interview - Revised";"2013-10-15 18:40:10";"";"cnt_525d86eb4aeaa";"positive";"1"
"ass_525d8c60810b7";"usr_51bc76ae9636c";"trm_523e0419ec219";"T16";"trm_525d847e2bd0b";"concept-task";"100";"obsession is measured by the contrast of compulsions and rituals in the Autism Diagnostic Interview - Revised";"2013-10-15 18:41:36";"";"cnt_525d876e43942";"positive";"1"
"ass_525d8cf78aa0f";"usr_51bc76ae9636c";"trm_525d8cd1c9cc3";"T16";"trm_525d847e2bd0b";"concept-task";"100";"sensory defensiveness is measured by the contrast of abnormal or negative response to sensory stimuli in the Autism Diagnostic Interview - Revised";"2013-10-15 18:44:07";"";"cnt_525d8758edffb";"positive";"1"
"ass_525d8d386cca0";"usr_51bc76ae9636c";"trm_523e034f9e69a";"T16";"trm_525d847e2bd0b";"concept-task";"100";"defiance is measured by the contrast of tantrums in the Autism Diagnostic Interview - Revised";"2013-10-15 18:45:12";"";"cnt_525d8738330eb";"positive";"1"
"ass_525d8e46432e9";"usr_51bc76ae9636c";"trm_525d8e198e0da";"T16";"trm_525d847e2bd0b";"concept-task";"100";"sensitivity to change is measured by the contrast of difficulty with minor change in the Autism Diagnostic Interview - Revised";"2013-10-15 18:49:42";"";"cnt_525d879a4aca1";"positive";"1"
"ass_525d8e885d884";"usr_51bc76ae9636c";"trm_52068e5bd9aa1";"T16";"trm_525d847e2bd0b";"concept-task";"100";"restricted behavior is measured by the contrast of hand and finger mannerisms in the Autism Diagnostic Interview - Revised";"2013-10-15 18:50:48";"";"cnt_525d87b78dee5";"positive";"1"
"ass_525d8eb84b22b";"usr_51bc76ae9636c";"trm_4a3fd79d098e0";"T16";"trm_525d847e2bd0b";"concept-task";"100";"attachment is measured by the contrast of unusual attachment to objects in the Autism Diagnostic Interview - Revised";"2013-10-15 18:51:36";"";"cnt_525d87fb5b1f1";"positive";"1"
"ass_525d8fb724505";"usr_51bc76ae9636c";"trm_525d8f3ed78a2";"T16";"trm_525d847e2bd0b";"concept-task";"100";"noise sensitivity is measured by the contrast of noise sensitivity in the Autism Diagnostic Interview - Revised";"2013-10-15 18:55:51";"";"cnt_525d882970b5d";"positive";"1"
"ass_525d8ffb9b483";"usr_51bc76ae9636c";"trm_4f4511e519b53";"T16";"trm_525d847e2bd0b";"concept-task";"100";"imagination is measured by the contrast of imaginative play in the Autism Diagnostic Interview - Revised";"2013-10-15 18:56:59";"";"cnt_525d88753a6ed";"positive";"1"
"ass_525d91dd8d729";"usr_51bc76ae9636c";"trm_4a3fd79d0a769";"T16";"trm_525d847e2bd0b";"concept-task";"100";"language is measured by the contrast of level of language in the Autism Diagnostic Interview - Revised";"2013-10-15 19:05:01";"";"cnt_525d888c5c514";"positive";"1"
"ass_5260285f4a39f";"usr_51bc76ae9636c";"trm_4a3fd79d0ac9e";"T16";"trm_526027c99b726";"concept-task";"100";"phonological working memory is measured by the contrast of Nonword Repetition in the Comprehensive Test of Phonological Processing";"2013-10-17 18:11:43";"";"cnt_526027fdc9141";"positive";"1"
"ass_52602adf916c0";"usr_51bc76ae9636c";"trm_4a3fd79d0ac87";"T16";"trm_526027c99b726";"concept-task";"100";"phonological encoding is measured by the contrast of phonological memory in the Comprehensive Test of Phonological Processing";"2013-10-17 18:22:23";"";"cnt_526028bb8afc0";"positive";"1"
"ass_52602d79ca5c3";"usr_51bc76ae9636c";"trm_523e0419ec219";"T16";"trm_52602c143d3a9";"concept-task";"100";"obsession is measured by the contrast of total score in the Children&#39;s Yale-Brown Obsessive Compulsive Scale";"2013-10-17 18:33:29";"";"cnt_52602c88d74b0";"positive";"1"
"ass_52615dee2e44c";"usr_51bc76ae9636c";"trm_4a3fd79d0ac93";"T16";"trm_52602e2e0c43b";"concept-task";"100";"phonological retrieval is measured by the contrast of total score in the Expressive Vocabulary Test";"2013-10-18 16:12:30";"";"cnt_52602e7ab102f";"positive";"1"
"ass_5262c9c7d7e86";"usr_51bc76ae9636c";"trm_4a3fd79d0b44c";"T16";"trm_5262c98a09546";"concept-task";"100";"verbal fluency is measured by the contrast of total score in the Expressive One Word-Picture Vocabulary Test";"2013-10-19 18:04:55";"";"cnt_5262c996e744b";"positive";"1"
"ass_5262ce55c79b0";"usr_51bc76ae9636c";"trm_4a3fd79d098c9";"T16";"trm_5262cb3d852c0";"concept-task";"100";"association learning is measured by the contrast of associative memory in the Leiter International Performance Scale";"2013-10-19 18:24:21";"";"cnt_5262cc12a3d87";"positive";"1"
"ass_5262ce7bd28e0";"usr_51bc76ae9636c";"trm_4a3fd79d098c9";"T16";"trm_5262cb3d852c0";"concept-task";"100";"association learning is measured by the contrast of associative delayed memory in the Leiter International Performance Scale";"2013-10-19 18:24:59";"";"cnt_5262cc25f2467";"positive";"1"
"ass_5262ce8a3cdc2";"usr_51bc76ae9636c";"trm_4a3fd79d0b967";"T16";"trm_5262cb3d852c0";"concept-task";"100";"recognition is measured by the contrast of immediate recognition in the Leiter International Performance Scale";"2013-10-19 18:25:14";"";"cnt_5262cbfa2cbb6";"positive";"1"
"ass_5262ce963cfb2";"usr_51bc76ae9636c";"trm_4a3fd79d0b967";"T16";"trm_5262cb3d852c0";"concept-task";"100";"recognition is measured by the contrast of delayed recognition in the Leiter International Performance Scale";"2013-10-19 18:25:26";"";"cnt_5262cc0801239";"positive";"1"
"ass_5262cea43f906";"usr_51bc76ae9636c";"trm_4a3fd79d0b938";"T16";"trm_5262cb3d852c0";"concept-task";"100";"memory storage is measured by the contrast of forward memory span in the Leiter International Performance Scale";"2013-10-19 18:25:40";"";"cnt_5262cbd26aa57";"positive";"1"
"ass_5262ceba5142e";"usr_51bc76ae9636c";"trm_4a3fd79d0b938";"T16";"trm_5262cb3d852c0";"concept-task";"100";"memory storage is measured by the contrast of backward memory span in the Leiter International Performance Scale";"2013-10-19 18:26:02";"";"cnt_5262cbed815c6";"positive";"1"
"ass_5262cec865e13";"usr_51bc76ae9636c";"trm_4a3fd79d0a914";"T16";"trm_5262cb3d852c0";"concept-task";"100";"mental rotation is measured by the contrast of figure rotation in the Leiter International Performance Scale";"2013-10-19 18:26:16";"";"cnt_5262cd27045a1";"positive";"1"
"ass_5262ced371f92";"usr_51bc76ae9636c";"trm_4a3fd79d0a8fc";"T16";"trm_5262cb3d852c0";"concept-task";"100";"mental imagery is measured by the contrast of visualization in the Leiter International Performance Scale";"2013-10-19 18:26:27";"";"cnt_5262cbbf50dc7";"positive";"1"
"ass_5262cedeb2e7a";"usr_51bc76ae9636c";"trm_4a3fd79d0a891";"T16";"trm_5262cb3d852c0";"concept-task";"100";"memory is measured by the contrast of memory in the Leiter International Performance Scale";"2013-10-19 18:26:38";"";"cnt_5262cba80a837";"positive";"1"
"ass_5262cee95c173";"usr_51bc76ae9636c";"trm_4a3fd79d0aec1";"T16";"trm_5262cb3d852c0";"concept-task";"100";"reasoning is measured by the contrast of reasoning in the Leiter International Performance Scale";"2013-10-19 18:26:49";"";"cnt_5262cba00d9d1";"positive";"1"
"ass_5262cef27aee5";"usr_51bc76ae9636c";"trm_4a3fd79d0b1d5";"T16";"trm_5262cb3d852c0";"concept-task";"100";"spatial memory is measured by the contrast of spatial memory in the Leiter International Performance Scale";"2013-10-19 18:26:58";"";"cnt_5262cc368f077";"positive";"1"
"ass_5262cefc80e1d";"usr_51bc76ae9636c";"trm_4a3fd79d0a116";"T16";"trm_5262cb3d852c0";"concept-task";"100";"divided attention is measured by the contrast of divided attention in the Leiter International Performance Scale";"2013-10-19 18:27:08";"";"cnt_5262cc64bb978";"positive";"1"
"ass_5262cf078c428";"usr_51bc76ae9636c";"trm_4a3fd79d0b311";"T16";"trm_5262cb3d852c0";"concept-task";"100";"sustained attention is measured by the contrast of sustained attention in the Leiter International Performance Scale";"2013-10-19 18:27:19";"";"cnt_5262cc597b2b1";"positive";"1"
"ass_5262d778e95b0";"usr_51bc76ae9636c";"trm_4a3fd79d0b4b5";"T16";"trm_5262d6d7b2097";"concept-task";"100";"visual perception is measured by Mullen Scales of Early Learning";"2013-10-19 19:03:20";"";"cnt_5262d6f024e7d";"positive";"1"
"ass_5262d7887304a";"usr_51bc76ae9636c";"trm_4a3fd79d0a972";"T16";"trm_5262d6d7b2097";"concept-task";"100";"motor control is measured by the contrast of gross motor in the Mullen Scales of Early Learning";"2013-10-19 19:03:36";"";"cnt_5262d6e7255a4";"positive";"1"
"ass_5262d78ff30c6";"usr_51bc76ae9636c";"trm_4a3fd79d0a972";"T16";"trm_5262d6d7b2097";"concept-task";"100";"motor control is measured by the contrast of fine motor in the Mullen Scales of Early Learning";"2013-10-19 19:03:43";"";"cnt_5262d6ff7da05";"positive";"1"
"ass_5262d79b8a941";"usr_51bc76ae9636c";"trm_4a3fd79d0a78d";"T16";"trm_5262d6d7b2097";"concept-task";"100";"language production is measured by the contrast of expressive language in the Mullen Scales of Early Learning";"2013-10-19 19:03:55";"";"cnt_5262d709f36dd";"positive";"1"
"ass_5262d7a50fd40";"usr_51bc76ae9636c";"trm_4a3fd79d0b802";"T16";"trm_5262d6d7b2097";"concept-task";"100";"language processing is measured by the contrast of receptive language in the Mullen Scales of Early Learning";"2013-10-19 19:04:05";"";"cnt_5262d714c6169";"positive";"1"
"ass_5262daf0ee922";"usr_51bc76ae9636c";"trm_52090251db8c8";"T16";"trm_5262d903ae91d";"concept-task";"100";"social motivation is measured by the contrast of social approach in the PDD Behavior Inventory";"2013-10-19 19:18:08";"";"cnt_5262da3a15ba0";"positive";"1"
"ass_5262dafaabe07";"usr_51bc76ae9636c";"trm_52068e5bd9aa1";"T16";"trm_5262d903ae91d";"concept-task";"100";"restricted behavior is measured by the contrast of ritualisms in the PDD Behavior Inventory";"2013-10-19 19:18:18";"";"cnt_5262d9fd26a5f";"positive";"1"
"ass_5262db0428d78";"usr_51bc76ae9636c";"trm_4a3fd79d0a7bb";"T16";"trm_5262d903ae91d";"concept-task";"100";"learning is measured by the contrast of learning, memory, and receptive language in the PDD Behavior Inventory";"2013-10-19 19:18:28";"";"cnt_5262d9e96079d";"positive";"1"
"ass_5262db111f727";"usr_51bc76ae9636c";"trm_4a3fd79d0b689";"T16";"trm_5262d903ae91d";"concept-task";"100";"fear is measured by the contrast of specific fears in the PDD Behavior Inventory";"2013-10-19 19:18:41";"";"cnt_5262d9d19c56b";"positive";"1"
"ass_5262db230c996";"usr_51bc76ae9636c";"trm_4a3fd79d0b077";"T16";"trm_5262d903ae91d";"concept-task";"100";"semantic knowledge is measured by the contrast of semantic/pragmatic problems in the PDD Behavior Inventory";"2013-10-19 19:18:59";"";"cnt_5262da1dbe022";"positive";"1"
"ass_5262db2e019ae";"usr_51bc76ae9636c";"trm_4a3fd79d0ac87";"T16";"trm_5262d903ae91d";"concept-task";"100";"phonological encoding is measured by the contrast of phonological skills in the PDD Behavior Inventory";"2013-10-19 19:19:10";"";"cnt_5262d9a1aec5c";"positive";"1"
"ass_5262db375b595";"usr_51bc76ae9636c";"trm_4a3fd79d09883";"T16";"trm_5262d903ae91d";"concept-task";"100";"arousal is measured by the contrast of arousal in the PDD Behavior Inventory";"2013-10-19 19:19:19";"";"cnt_5262d994b86f1";"positive";"1"
"ass_5262db401fcd2";"usr_51bc76ae9636c";"trm_5159c8a5d3d13";"T16";"trm_5262d903ae91d";"concept-task";"100";"offensive (proactive) aggression is measured by the contrast of aggressiveness in the PDD Behavior Inventory";"2013-10-19 19:19:28";"";"cnt_5262d98b148af";"positive";"1"
"ass_5266c6e62f0c4";"usr_51bc76ae9636c";"trm_4a3fd79d0b58f";"T16";"trm_5266bebe14d2e";"concept-task";"100";"word recognition is measured by the contrast of total score in the Peabody Picture Vocabulary Test";"2013-10-22 18:41:42";"";"cnt_5266c222da58d";"positive";"1"
"ass_5266cd5cf0a15";"usr_51bc76ae9636c";"trm_4a3fd79d0a775";"T16";"trm_4da8914987ee2";"concept-task";"100";"language comprehension is measured by the contrast of verbal comprehension in the Reynell Developmental Language Scales";"2013-10-22 19:09:16";"";"cnt_5266cc547e0dd";"positive";"1"
"ass_5266cd8e812ba";"usr_51bc76ae9636c";"trm_4a3fd79d0a78d";"T16";"trm_4da8914987ee2";"concept-task";"100";"language production is measured by the contrast of expressive language in the Reynell Developmental Language Scales";"2013-10-22 19:10:06";"";"cnt_5266cc7eb942a";"positive";"1"
"ass_52684c938cc5d";"usr_51bc76ae9636c";"trm_4a3fd79d0a775";"T16";"trm_5266bc6473fd8";"concept-task";"100";"language comprehension is measured by the contrast of auditory comprehension in the Preschool Language Scale";"2013-10-23 22:24:19";"";"cnt_5266bcb8dd805";"positive";"1"
"ass_52684cba2c5b9";"usr_51bc76ae9636c";"trm_4a3fd79d09d9e";"T16";"trm_5266bc6473fd8";"concept-task";"100";"communication is measured by the contrast of expressive communication in the Preschool Language Scale";"2013-10-23 22:24:58";"";"cnt_5266bcd51c5bc";"positive";"1"
"ass_526999ea65221";"usr_51bc76ae9636c";"trm_51a690a7492eb";"T16";"trm_526943e3cbaaf";"concept-task";"100";"emotion regulation is measured by the contrast of modulation of sensory input affecting emotional responses in the Sensory Profile";"2013-10-24 22:06:34";"";"cnt_526994fa6650a";"positive";"1"
"ass_526abe4ae2ae8";"usr_51bc76ae9636c";"trm_4a3fd79d0a972";"T16";"trm_526943e3cbaaf";"concept-task";"100";"motor control is measured by the contrast of modulation of endurance and tone in the Sensory Profile";"2013-10-25 18:54:02";"";"cnt_526945035073c";"positive";"1"
"ass_526ac011e7452";"usr_51bc76ae9636c";"trm_4a3fd79d0ae3d";"T16";"trm_526943e3cbaaf";"concept-task";"100";"proprioception is measured by the contrast of modulation of body position and movement in the Sensory Profile";"2013-10-25 19:01:37";"";"cnt_52696df47325c";"positive";"1"
"ass_526ace25bd7e8";"usr_51bc76ae9636c";"trm_525d8f3ed78a2";"T16";"trm_526943e3cbaaf";"concept-task";"100";"noise sensitivity is measured by the contrast of auditory processing in the Sensory Profile";"2013-10-25 20:01:41";"";"cnt_5269451644ae7";"positive";"1"
"ass_526ad5833378d";"usr_51bc76ae9636c";"trm_4a3fd79d0b4b5";"T16";"trm_526943e3cbaaf";"concept-task";"100";"visual perception is measured by Sensory Profile";"2013-10-25 20:33:07";"";"cnt_52694f2f10eef";"positive";"1"
"ass_526ae2519996d";"usr_51bc76ae9636c";"trm_50f382d7abdff";"T16";"trm_526943e3cbaaf";"concept-task";"100";"vestibular control is measured by the contrast of vestibular processing in the Sensory Profile";"2013-10-25 21:27:45";"";"cnt_52694f7753cc0";"positive";"1"
"ass_526ae27aef9de";"usr_51bc76ae9636c";"trm_4e31ced566649";"T16";"trm_526943e3cbaaf";"concept-task";"100";"multisensory integration is measured by the contrast of multi-sensory processing in the Sensory Profile";"2013-10-25 21:28:26";"";"cnt_52694fa003431";"positive";"1"
"ass_526af1ed1a8e7";"usr_51bc76ae9636c";"trm_4ff36d79c26c6";"T16";"trm_526943e3cbaaf";"concept-task";"100";"visual awareness is measured by the contrast of modulation of visual input in the Sensory Profile";"2013-10-25 22:34:21";"";"cnt_5269951211abd";"positive";"1"
"ass_526af20e0e10b";"usr_51bc76ae9636c";"trm_4a3fd79d0a196";"T16";"trm_526943e3cbaaf";"concept-task";"100";"emotional expression is measured by the contrast of emotional and social responses in the Sensory Profile";"2013-10-25 22:34:54";"";"cnt_52699525e50e4";"positive";"1"
"ass_52700495c334a";"usr_51bc76ae9636c";"trm_4a3fd79d0aec1";"T16";"trm_526af65b16c82";"concept-task";"100";"reasoning is measured by the contrast of total score in the Stanford-Binet Intelligence Scales";"2013-10-29 18:55:17";"";"cnt_52700368df6d8";"positive";"1"
"ass_5270326bdf595";"usr_51bc76ae9636c";"trm_4a3fd79d0a775";"T16";"trm_526af65b16c82";"concept-task";"100";"language comprehension is measured by the contrast of comprehension in the Stanford-Binet Intelligence Scales";"2013-10-29 22:10:51";"";"cnt_52700566e4732";"positive";"1"
"ass_527035b882155";"usr_51bc76ae9636c";"trm_4a3fd79d0a862";"T16";"trm_526af65b16c82";"concept-task";"100";"mathematical reasoning is measured by the contrast of quantitative in the Stanford-Binet Intelligence Scales";"2013-10-29 22:24:56";"";"cnt_52700c2f1cfc3";"positive";"1"
"ass_527035ca99e2f";"usr_51bc76ae9636c";"trm_4a3fd79d0ab65";"T16";"trm_526af65b16c82";"concept-task";"100";"pattern recognition is measured by the contrast of pattern analysis in the Stanford-Binet Intelligence Scales";"2013-10-29 22:25:14";"";"cnt_527007430497f";"positive";"1"
"ass_5271371d5209e";"usr_51bc76ae9636c";"trm_4a3fd79d0aeaa";"T16";"trm_526af65b16c82";"concept-task";"100";"quantitative skill is measured by the contrast of quantitative in the Stanford-Binet Intelligence Scales";"2013-10-30 16:43:09";"";"cnt_52700c2f1cfc3";"positive";"1"
"ass_52713944676f2";"usr_51bc76ae9636c";"trm_4a3fd79d0a775";"T16";"trm_527138126fb20";"concept-task";"100";"language comprehension is measured by the contrast of receptive language in the Test of Early Language Development";"2013-10-30 16:52:20";"";"cnt_5271387cc163d";"positive";"1"
"ass_5271396042492";"usr_51bc76ae9636c";"trm_4a3fd79d0a78d";"T16";"trm_527138126fb20";"concept-task";"100";"language production is measured by the contrast of expressive language in the Test of Early Language Development";"2013-10-30 16:52:48";"";"cnt_52713899ea192";"positive";"1"
"ass_52713b6377298";"usr_51bc76ae9636c";"trm_4a3fd79d0a769";"T16";"trm_527138126fb20";"concept-task";"100";"language is measured by the contrast of total score in the Test of Early Language Development";"2013-10-30 17:01:23";"";"cnt_52713b2a0d0e7";"positive";"1"
"ass_5271405785af6";"usr_51bc76ae9636c";"trm_4a3fd79d0a78d";"T16";"trm_52713c85c0bd2";"concept-task";"100";"language production is measured by the contrast of spoken language in the Test of Adolescent and Adult Language";"2013-10-30 17:22:31";"";"cnt_52713da7a1f5d";"positive";"1"
"ass_52714075bae8f";"usr_51bc76ae9636c";"trm_4a3fd79d0a769";"T16";"trm_52713c85c0bd2";"concept-task";"100";"language is measured by the contrast of general language in the Test of Adolescent and Adult Language";"2013-10-30 17:23:01";"";"cnt_52713ea34e4a3";"positive";"1"
"ass_527177e68c2ca";"usr_51bc76ae9636c";"trm_4a3fd79d0a769";"T16";"trm_527143a263937";"concept-task";"100";"language is measured by the contrast of total score in the Test of Language Development";"2013-10-30 21:19:34";"";"cnt_52717634eaa19";"positive";"1"
"ass_527181694ae10";"usr_51bc76ae9636c";"trm_4a3fd79d0a775";"T16";"trm_52717a95a3b03";"concept-task";"100";"language comprehension is measured by the contrast of receptive communication in the Vineland Adaptive Behavior Scales";"2013-10-30 22:00:09";"";"cnt_52717cd1461e2";"positive";"1"
"ass_52718188d76b3";"usr_51bc76ae9636c";"trm_4a3fd79d0a78d";"T16";"trm_52717a95a3b03";"concept-task";"100";"language production is measured by the contrast of expressive communication in the Vineland Adaptive Behavior Scales";"2013-10-30 22:00:40";"";"cnt_52717bb0bb848";"positive";"1"
"ass_5271821500644";"usr_51bc76ae9636c";"trm_523e034f9e69a";"T16";"trm_52717a95a3b03";"concept-task";"100";"defiance is measured by the contrast of maladaptive behavior in the Vineland Adaptive Behavior Scales";"2013-10-30 22:03:01";"";"cnt_52717eeade9e5";"positive";"1"
"ass_527182fa4521f";"usr_51bc76ae9636c";"trm_4f4511e519b53";"T16";"trm_52717a95a3b03";"concept-task";"100";"imagination is measured by the contrast of play and leisure time in the Vineland Adaptive Behavior Scales";"2013-10-30 22:06:50";"";"cnt_52717f1a9b5ee";"positive";"1"
"ass_52718420e453f";"usr_51bc76ae9636c";"trm_4a3fd79d0a972";"T16";"trm_52717a95a3b03";"concept-task";"100";"motor control is measured by the contrast of gross motor in the Vineland Adaptive Behavior Scales";"2013-10-30 22:11:44";"";"cnt_5271807c80df3";"positive";"1"
"ass_5271842d018db";"usr_51bc76ae9636c";"trm_4a3fd79d0b154";"T16";"trm_52717a95a3b03";"concept-task";"100";"social intelligence is measured by the contrast of interpersonal relationships in the Vineland Adaptive Behavior Scales";"2013-10-30 22:11:57";"";"cnt_52717eff2a75d";"positive";"1"
"ass_5271843b1977d";"usr_51bc76ae9636c";"trm_4a3fd79d0a972";"T16";"trm_52717a95a3b03";"concept-task";"100";"motor control is measured by the contrast of fine motor in the Vineland Adaptive Behavior Scales";"2013-10-30 22:12:11";"";"cnt_5271808f8f605";"positive";"1"
"ass_52718b59b7bf1";"usr_51bc76ae9636c";"trm_4a3fd79d09d9e";"T16";"trm_52718631bc934";"concept-task";"100";"communication is measured by the contrast of communication in the Communication and Symbolic Behavior Scales Development Profile";"2013-10-30 22:42:33";"";"cnt_527186cd116f2";"positive";"1"
"ass_52718d4401ab4";"usr_51bc76ae9636c";"trm_4a3fd79d0b154";"T16";"trm_52718631bc934";"concept-task";"100";"social intelligence is measured by the contrast of social interaction in the Communication and Symbolic Behavior Scales Development Profile";"2013-10-30 22:50:44";"";"cnt_527187cbb684e";"positive";"1"
"ass_5271c9293939e";"usr_51bc76ae9636c";"trm_4a3fd79d0a3d2";"T16";"trm_52718631bc934";"concept-task";"100";"gaze is measured by the contrast of emotion and eye gaze in the Communication and Symbolic Behavior Scales Development Profile";"2013-10-31 03:06:17";"";"cnt_5271869901fb5";"positive";"1"
"ass_5271c9628b10c";"usr_51bc76ae9636c";"trm_4ee8facd77dfc";"T16";"trm_52718631bc934";"concept-task";"100";"self control is measured by Communication and Symbolic Behavior Scales Development Profile";"2013-10-31 03:07:14";"";"cnt_527186d95c3cb";"positive";"1"
"ass_5271c9887ebc8";"usr_51bc76ae9636c";"trm_4b75ed06c917d";"T16";"trm_52718631bc934";"concept-task";"100";"joint attention is measured by the contrast of joint attention in the Communication and Symbolic Behavior Scales Development Profile";"2013-10-31 03:07:52";"";"cnt_5271886ab5997";"positive";"1"
